Shipment_ID,Shipment_Date,Year,Month,Cargo_Season,Commodity_Type,Commodity_Risk_Level,Shipper_Company_Name,Shipper_Compliance_Score,Consignee_Company_Name,Consignee_Compliance_Score,Shipment_Value_USD,Weight_KG,Previous_Violations,Missing_Documents,Inspection_Required
SHP08184,2025-07-10,2025,7,Hajj,Consumer Goods,Low,Global Retail Exporters,76,Saudi Retail Group,68,234627,10620,3,Yes,0
SHP08185,2024-03-22,2024,3,Ramadan,Chemicals,High,BASF Chemicals,50,Jeddah Industrial Chemicals,74,369841,20619,2,No,0
SHP08186,2023-10-15,2023,10,Regular,Machinery,Medium,Global Machinery Solutions,31,Saudi Industrial Imports,72,140101,19483,2,No,0
SHP08187,2022-06-17,2022,6,Hajj,Machinery,Medium,Industrial Machinery Ltd,37,Jeddah Machinery Traders,49,208203,13725,15,No,1
SHP08188,2023-05-12,2023,5,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,376801,8259,6,Yes,0
SHP08189,2024-04-18,2024,4,Eid,Machinery,Medium,Industrial Machinery Ltd,37,Jeddah Machinery Traders,49,273451,21994,6,No,1
SHP08190,2024-10-02,2024,10,Regular,Food Products,Low,Fresh Foods Exporters,99,Saudi Food Imports,82,91266,24114,2,No,0
SHP08191,2023-12-17,2023,12,Year_End_Peak,Medical Equipment,High,Global Medical Devices,51,Riyadh Medical Distribution,57,239745,13193,6,No,1
SHP08192,2022-04-12,2022,4,Eid,Machinery,Medium,Global Machinery Solutions,31,Saudi Industrial Imports,72,439529,16392,4,Yes,0
SHP08193,2025-12-21,2025,12,Year_End_Peak,Medical Equipment,High,MedTech Equipment Ltd,42,Riyadh Medical Distribution,57,404110,5697,8,No,1
SHP08194,2023-01-27,2023,1,Regular,Chemicals,High,BASF Chemicals,50,Saudi Chemical Imports,54,214078,25788,7,Yes,1
SHP08195,2023-09-10,2023,9,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Jeddah Pharma Distribution,53,76246,3971,5,Yes,1
SHP08196,2023-04-12,2023,4,Eid,Food Products,Low,Premium Foods Ltd,94,Jeddah Grocery Group,83,2264,20757,0,Yes,0
SHP08197,2023-04-30,2023,4,Eid,Textiles,Low,Global Garments Exporters,94,Jeddah Textile Imports,93,55956,10480,1,No,0
SHP08198,2025-02-26,2025,2,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,203591,20225,0,No,0
SHP08199,2023-03-06,2023,3,Ramadan,Food Products,Low,Fresh Foods Exporters,99,Jeddah Grocery Group,83,134061,22442,1,No,0
SHP08200,2022-06-15,2022,6,Hajj,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,433272,10811,1,Yes,0
SHP08201,2024-07-30,2024,7,Hajj,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,332813,15942,2,No,0
SHP08202,2024-10-13,2024,10,Regular,Textiles,Low,ABC Textile Mills,94,Jeddah Textile Imports,93,354087,26198,0,No,0
SHP08203,2023-12-21,2023,12,Year_End_Peak,Textiles,Low,ABC Textile Mills,94,Jeddah Textile Imports,93,425411,16770,1,No,0
SHP08204,2023-08-29,2023,8,Regular,Pharmaceuticals,High,Sun Pharma Logistics,42,Riyadh Healthcare Imports,42,363779,16198,13,No,0
SHP08205,2023-11-15,2023,11,Year_End_Peak,Textiles,Low,ABC Textile Mills,94,Jeddah Textile Imports,93,282907,9887,0,No,0
SHP08206,2025-02-13,2025,2,Regular,Electronics,Medium,Samsung Electronics Export,71,Saudi Electronics Imports,80,201348,17277,0,No,0
SHP08207,2022-09-05,2022,9,Regular,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,85817,29486,2,No,0
SHP08208,2022-02-02,2022,2,Regular,Food Products,Low,Global Food Traders,84,Riyadh Food Distribution,88,490811,23275,0,No,0
SHP08209,2022-04-26,2022,4,Eid,Automotive Parts,Medium,Global Auto Parts,78,Jeddah Vehicle Parts,89,78929,21214,1,No,0
SHP08210,2023-11-20,2023,11,Year_End_Peak,Machinery,Medium,Global Machinery Solutions,31,Jeddah Machinery Traders,49,326623,13567,11,No,1
SHP08211,2024-06-22,2024,6,Hajj,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,375255,13176,8,No,1
SHP08212,2022-02-05,2022,2,Regular,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,463817,8772,0,No,0
SHP08213,2023-12-06,2023,12,Year_End_Peak,Machinery,Medium,Global Machinery Solutions,31,Riyadh Equipment Group,72,110755,27861,1,No,0
SHP08214,2022-04-23,2022,4,Eid,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,66338,23751,2,No,0
SHP08215,2023-02-27,2023,2,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Saudi Medical Equipment,51,480295,16013,6,No,1
SHP08216,2023-11-25,2023,11,Year_End_Peak,Consumer Goods,Low,Consumer Products Ltd,74,Saudi Retail Group,68,398727,27292,3,No,0
SHP08217,2022-11-22,2022,11,Year_End_Peak,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,149470,1068,1,No,0
SHP08218,2023-05-02,2023,5,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Jeddah Machinery Traders,49,213676,11369,13,No,1
SHP08219,2024-11-01,2024,11,Year_End_Peak,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,13618,5340,3,No,0
SHP08220,2025-02-05,2025,2,Regular,Textiles,Low,Cotton Weave Industries,80,Riyadh Garment Trading,87,281640,3197,1,No,0
SHP08221,2023-09-18,2023,9,Regular,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,360406,454,1,No,0
SHP08222,2023-07-08,2023,7,Hajj,Consumer Goods,Low,Consumer Products Ltd,74,Saudi Retail Group,68,340164,25404,3,No,0
SHP08223,2024-02-20,2024,2,Regular,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,258622,4683,2,No,0
SHP08224,2025-02-15,2025,2,Regular,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,489464,17077,1,No,1
SHP08225,2023-06-17,2023,6,Hajj,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,250252,683,6,No,0
SHP08226,2024-10-05,2024,10,Regular,Chemicals,High,Global Chemical Exports,58,Saudi Chemical Imports,54,438824,2768,8,No,1
SHP08227,2022-10-22,2022,10,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Jeddah Consumer Imports,60,150039,10369,4,No,0
SHP08228,2022-12-13,2022,12,Year_End_Peak,Machinery,Medium,Global Machinery Solutions,31,Riyadh Equipment Group,72,6256,3274,3,No,0
SHP08229,2023-05-01,2023,5,Regular,Food Products,Low,Fresh Foods Exporters,99,Riyadh Food Distribution,88,376405,6103,1,No,0
SHP08230,2024-05-31,2024,5,Regular,Textiles,Low,ABC Textile Mills,94,Riyadh Garment Trading,87,264391,17204,2,No,0
SHP08231,2023-08-23,2023,8,Regular,Machinery,Medium,Global Machinery Solutions,31,Jeddah Machinery Traders,49,110860,16441,7,No,1
SHP08232,2025-09-28,2025,9,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Saudi Medical Equipment,51,412915,8990,5,No,1
SHP08233,2022-06-08,2022,6,Hajj,Consumer Goods,Low,Consumer Products Ltd,74,Saudi Retail Group,68,414025,28246,5,No,0
SHP08234,2022-04-12,2022,4,Eid,Textiles,Low,ABC Textile Mills,94,Saudi Fashion Retail,84,158027,4088,1,No,0
SHP08235,2025-10-27,2025,10,Regular,Machinery,Medium,Global Machinery Solutions,31,Jeddah Machinery Traders,49,299238,14083,6,No,1
SHP08236,2022-12-20,2022,12,Year_End_Peak,Medical Equipment,High,MedTech Equipment Ltd,42,Riyadh Medical Distribution,57,347223,2813,7,No,1
SHP08237,2025-10-24,2025,10,Regular,Pharmaceuticals,High,Sun Pharma Logistics,42,Saudi Medical Supplies,77,121281,21239,2,No,0
SHP08238,2025-07-09,2025,7,Hajj,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,162658,12805,0,No,0
SHP08239,2022-09-08,2022,9,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Jeddah Consumer Imports,60,180396,20598,6,No,0
SHP08240,2024-12-20,2024,12,Year_End_Peak,Food Products,Low,Fresh Foods Exporters,99,Saudi Food Imports,82,330707,24114,2,No,0
SHP08241,2023-04-07,2023,4,Eid,Electronics,Medium,Global Electronics Trading,82,Saudi Electronics Imports,80,339633,10382,1,No,0
SHP08242,2023-08-22,2023,8,Regular,Electronics,Medium,Samsung Electronics Export,71,Riyadh Digital Traders,83,81343,22013,1,No,0
SHP08243,2022-01-07,2022,1,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,421455,23685,7,Yes,1
SHP08244,2023-04-22,2023,4,Eid,Medical Equipment,High,Global Medical Devices,51,Riyadh Medical Distribution,57,484438,21895,4,No,1
SHP08245,2024-04-18,2024,4,Eid,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,349947,8821,6,No,1
SHP08246,2023-06-10,2023,6,Hajj,Machinery,Medium,Global Machinery Solutions,31,Riyadh Equipment Group,72,85118,26486,4,Yes,1
SHP08247,2024-02-15,2024,2,Regular,Food Products,Low,Global Food Traders,84,Riyadh Food Distribution,88,325756,19490,0,No,0
SHP08248,2025-11-12,2025,11,Year_End_Peak,Textiles,Low,Global Garments Exporters,94,Jeddah Textile Imports,93,394020,711,0,No,1
SHP08249,2022-06-15,2022,6,Hajj,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,337959,5621,5,No,0
SHP08250,2022-05-05,2022,5,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Jeddah Healthcare Supplies,77,153864,21680,4,No,0
SHP08251,2022-02-26,2022,2,Regular,Consumer Goods,Low,Global Retail Exporters,76,Riyadh Retail Distribution,60,69887,663,5,No,0
SHP08252,2023-06-01,2023,6,Hajj,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,282047,9873,4,No,0
SHP08253,2024-01-24,2024,1,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,77874,22360,4,No,0
SHP08254,2022-03-10,2022,3,Ramadan,Pharmaceuticals,High,Cipla Pharma Exports,65,Riyadh Healthcare Imports,42,133457,10259,12,No,1
SHP08255,2024-11-18,2024,11,Year_End_Peak,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,336686,17174,2,No,0
SHP08256,2025-10-06,2025,10,Regular,Textiles,Low,ABC Textile Mills,94,Jeddah Textile Imports,93,364739,25796,0,No,0
SHP08257,2024-07-15,2024,7,Hajj,Machinery,Medium,Industrial Machinery Ltd,37,Riyadh Equipment Group,72,312912,28972,2,No,0
SHP08258,2025-05-09,2025,5,Regular,Chemicals,High,Global Chemical Exports,58,Saudi Chemical Imports,54,63449,2345,6,No,0
SHP08259,2025-07-05,2025,7,Hajj,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,39693,5411,4,No,0
SHP08260,2023-02-23,2023,2,Regular,Electronics,Medium,Global Electronics Trading,82,Saudi Electronics Imports,80,492379,3257,1,No,0
SHP08261,2022-11-21,2022,11,Year_End_Peak,Electronics,Medium,Global Electronics Trading,82,Saudi Electronics Imports,80,177317,17394,0,No,0
SHP08262,2022-08-24,2022,8,Regular,Electronics,Medium,Global Electronics Trading,82,Saudi Electronics Imports,80,297329,790,0,No,0
SHP08263,2022-09-08,2022,9,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,318084,20009,1,No,0
SHP08264,2025-05-27,2025,5,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,9047,8324,5,No,0
SHP08265,2025-04-04,2025,4,Eid,Chemicals,High,BASF Chemicals,50,Saudi Chemical Imports,54,117482,5480,6,No,1
SHP08266,2022-06-04,2022,6,Hajj,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,126610,12337,1,No,0
SHP08267,2025-12-06,2025,12,Year_End_Peak,Automotive Parts,Medium,Global Auto Parts,78,Jeddah Vehicle Parts,89,204222,12558,2,No,0
SHP08268,2024-08-16,2024,8,Regular,Textiles,Low,Global Garments Exporters,94,Jeddah Textile Imports,93,237234,26408,0,No,0
SHP08269,2025-04-02,2025,4,Eid,Electronics,Medium,Tech Devices Ltd,66,Jeddah Tech Distribution,77,331230,10659,1,No,0
SHP08270,2022-10-10,2022,10,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Saudi Medical Supplies,77,141344,12717,2,No,0
SHP08271,2022-10-05,2022,10,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Saudi Medical Supplies,77,314750,16517,2,No,0
SHP08272,2023-07-03,2023,7,Hajj,Textiles,Low,ABC Textile Mills,94,Jeddah Textile Imports,93,199856,12846,1,No,0
SHP08273,2024-04-23,2024,4,Eid,Automotive Parts,Medium,Global Auto Parts,78,Jeddah Vehicle Parts,89,149400,5163,1,No,0
SHP08274,2023-04-04,2023,4,Eid,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,16456,25663,4,No,0
SHP08275,2023-10-21,2023,10,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Saudi Retail Group,68,144016,11917,5,No,0
SHP08276,2022-08-15,2022,8,Regular,Textiles,Low,Global Garments Exporters,94,Saudi Fashion Retail,84,72499,7203,1,No,0
SHP08277,2022-03-16,2022,3,Ramadan,Medical Equipment,High,MedTech Equipment Ltd,42,Jeddah Healthcare Supplies,77,139867,2437,3,No,0
SHP08278,2025-07-12,2025,7,Hajj,Automotive Parts,Medium,Premium Auto Exports,81,Riyadh Auto Traders,77,477113,9138,1,No,0
SHP08279,2024-02-13,2024,2,Regular,Electronics,Medium,Global Electronics Trading,82,Saudi Electronics Imports,80,15828,399,1,No,0
SHP08280,2025-12-19,2025,12,Year_End_Peak,Automotive Parts,Medium,Premium Auto Exports,81,Saudi Auto Imports,72,62850,10800,3,No,0
SHP08281,2022-10-17,2022,10,Regular,Textiles,Low,ABC Textile Mills,94,Riyadh Garment Trading,87,334843,6511,0,No,0
SHP08282,2023-10-22,2023,10,Regular,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,295184,13995,1,No,1
SHP08283,2022-09-06,2022,9,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,459226,24279,2,No,0
SHP08284,2024-05-16,2024,5,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,219654,20398,1,No,0
SHP08285,2024-09-18,2024,9,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Riyadh Medical Distribution,57,348680,7970,4,No,1
SHP08286,2022-04-09,2022,4,Eid,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,423086,18054,6,No,0
SHP08287,2025-08-09,2025,8,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Jeddah Machinery Traders,49,330214,15413,7,No,1
SHP08288,2023-12-02,2023,12,Year_End_Peak,Chemicals,High,BASF Chemicals,50,Riyadh Chemical Distribution,67,21925,1000,6,No,0
SHP08289,2023-05-25,2023,5,Regular,Machinery,Medium,Global Machinery Solutions,31,Saudi Industrial Imports,72,308986,20183,1,No,0
SHP08290,2025-02-07,2025,2,Regular,Electronics,Medium,Tech Devices Ltd,66,Jeddah Tech Distribution,77,424053,17067,3,No,0
SHP08291,2025-06-19,2025,6,Hajj,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,14498,6987,4,Yes,0
SHP08292,2025-04-30,2025,4,Eid,Chemicals,High,Global Chemical Exports,58,Jeddah Industrial Chemicals,74,399493,5355,4,No,0
SHP08293,2024-02-19,2024,2,Regular,Medical Equipment,High,Global Medical Devices,51,Jeddah Healthcare Supplies,77,194910,24226,1,No,0
SHP08294,2023-09-27,2023,9,Regular,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,27695,10648,1,No,0
SHP08295,2024-09-21,2024,9,Regular,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,407804,17270,6,Yes,1
SHP08296,2025-02-13,2025,2,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,274839,22226,5,No,0
SHP08297,2024-06-05,2024,6,Hajj,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,136995,2347,3,No,1
SHP08298,2022-01-03,2022,1,Regular,Agricultural Products,Low,Agri Trade International,93,Riyadh Farm Supplies,81,284202,2778,1,No,0
SHP08299,2023-09-18,2023,9,Regular,Machinery,Medium,Global Machinery Solutions,31,Riyadh Equipment Group,72,372203,27976,4,No,0
SHP08300,2022-08-27,2022,8,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,416647,23098,3,No,0
SHP08301,2023-11-24,2023,11,Year_End_Peak,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,342106,28259,1,No,0
SHP08302,2025-11-03,2025,11,Year_End_Peak,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,84818,22844,3,No,0
SHP08303,2024-09-08,2024,9,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,472411,7837,3,No,1
SHP08304,2022-02-19,2022,2,Regular,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,481239,11978,7,No,1
SHP08305,2022-01-04,2022,1,Regular,Electronics,Medium,Samsung Electronics Export,71,Saudi Electronics Imports,80,92902,19809,0,No,0
SHP08306,2025-09-12,2025,9,Regular,Automotive Parts,Medium,Global Auto Parts,78,Jeddah Vehicle Parts,89,261091,4050,1,No,0
SHP08307,2023-01-08,2023,1,Regular,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,233649,23952,2,No,0
SHP08308,2022-08-26,2022,8,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Saudi Chemical Imports,54,420545,15597,4,No,1
SHP08309,2024-06-13,2024,6,Hajj,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,358128,7599,2,No,0
SHP08310,2025-06-20,2025,6,Hajj,Pharmaceuticals,High,Pfizer Manufacturing,67,Saudi Medical Supplies,77,377035,12414,1,No,0
SHP08311,2023-12-26,2023,12,Year_End_Peak,Medical Equipment,High,MedTech Equipment Ltd,42,Saudi Medical Equipment,51,446231,11325,5,No,1
SHP08312,2025-05-16,2025,5,Regular,Consumer Goods,Low,Global Retail Exporters,76,Saudi Retail Group,68,381829,20680,3,No,0
SHP08313,2025-08-20,2025,8,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,258556,12003,2,No,0
SHP08314,2024-02-09,2024,2,Regular,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,273730,23776,0,No,0
SHP08315,2022-10-01,2022,10,Regular,Chemicals,High,Global Chemical Exports,58,Riyadh Chemical Distribution,67,27826,6711,4,No,0
SHP08316,2024-06-13,2024,6,Hajj,Pharmaceuticals,High,Cipla Pharma Exports,65,Riyadh Healthcare Imports,42,229280,12545,7,No,1
SHP08317,2024-06-07,2024,6,Hajj,Medical Equipment,High,Healthcare Equipment Exporters,49,Saudi Medical Equipment,51,77607,4416,7,No,1
SHP08318,2024-09-22,2024,9,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,187448,20940,10,No,1
SHP08319,2024-02-08,2024,2,Regular,Medical Equipment,High,Global Medical Devices,51,Riyadh Medical Distribution,57,7366,8759,5,No,0
SHP08320,2022-08-17,2022,8,Regular,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,104984,29175,2,No,0
SHP08321,2024-11-17,2024,11,Year_End_Peak,Medical Equipment,High,MedTech Equipment Ltd,42,Jeddah Healthcare Supplies,77,439875,1846,3,No,1
SHP08322,2025-12-04,2025,12,Year_End_Peak,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,119663,19481,4,No,0
SHP08323,2022-11-28,2022,11,Year_End_Peak,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,116463,11757,0,No,0
SHP08324,2025-01-30,2025,1,Regular,Electronics,Medium,Samsung Electronics Export,71,Saudi Electronics Imports,80,128661,14806,2,No,0
SHP08325,2023-02-16,2023,2,Regular,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,384746,7013,1,No,0
SHP08326,2025-12-27,2025,12,Year_End_Peak,Chemicals,High,Industrial Chemicals Ltd,40,Riyadh Chemical Distribution,67,316514,19495,4,No,1
SHP08327,2023-11-16,2023,11,Year_End_Peak,Textiles,Low,Global Garments Exporters,94,Jeddah Textile Imports,93,495814,6915,1,No,0
SHP08328,2025-09-11,2025,9,Regular,Textiles,Low,ABC Textile Mills,94,Saudi Fashion Retail,84,298799,9374,0,No,0
SHP08329,2024-11-08,2024,11,Year_End_Peak,Medical Equipment,High,MedTech Equipment Ltd,42,Saudi Medical Equipment,51,405572,11722,7,No,1
SHP08330,2023-10-04,2023,10,Regular,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,96474,16146,2,No,0
SHP08331,2023-12-06,2023,12,Year_End_Peak,Pharmaceuticals,High,Sun Pharma Logistics,42,Saudi Medical Supplies,77,443786,21052,3,No,1
SHP08332,2023-12-28,2023,12,Year_End_Peak,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,87020,5835,4,No,0
SHP08333,2022-12-21,2022,12,Year_End_Peak,Agricultural Products,Low,Green Farm Exports,83,Jeddah Agri Traders,95,22433,9933,1,No,0
SHP08334,2023-03-06,2023,3,Ramadan,Agricultural Products,Low,Harvest Exporters,84,Saudi Agriculture Imports,85,285332,3771,1,No,0
SHP08335,2023-05-20,2023,5,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,375056,21921,1,Yes,0
SHP08336,2023-11-18,2023,11,Year_End_Peak,Chemicals,High,BASF Chemicals,50,Riyadh Chemical Distribution,67,476897,22587,2,No,1
SHP08337,2023-03-20,2023,3,Ramadan,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,317441,21996,2,No,0
SHP08338,2022-07-20,2022,7,Hajj,Automotive Parts,Medium,Global Auto Parts,78,Jeddah Vehicle Parts,89,378212,26556,0,No,0
SHP08339,2023-06-12,2023,6,Hajj,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,149980,13748,1,No,0
SHP08340,2024-10-16,2024,10,Regular,Agricultural Products,Low,Agri Trade International,93,Jeddah Agri Traders,95,218313,12366,0,No,0
SHP08341,2022-05-13,2022,5,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Jeddah Consumer Imports,60,352424,19589,2,No,0
SHP08342,2022-02-02,2022,2,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Saudi Auto Imports,72,305489,12460,2,No,0
SHP08343,2022-09-21,2022,9,Regular,Agricultural Products,Low,Green Farm Exports,83,Jeddah Agri Traders,95,295028,28809,0,No,0
SHP08344,2025-06-25,2025,6,Hajj,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,292875,7550,5,Yes,0
SHP08345,2025-03-09,2025,3,Ramadan,Electronics,Medium,Samsung Electronics Export,71,Jeddah Tech Distribution,77,377218,19326,2,No,0
SHP08346,2022-12-29,2022,12,Year_End_Peak,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,184871,5989,4,No,1
SHP08347,2022-03-20,2022,3,Ramadan,Automotive Parts,Medium,Global Auto Parts,78,Riyadh Auto Traders,77,158623,16346,4,No,0
SHP08348,2024-02-10,2024,2,Regular,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,38597,5391,2,No,0
SHP08349,2025-11-03,2025,11,Year_End_Peak,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,392779,11448,2,No,0
SHP08350,2022-03-16,2022,3,Ramadan,Agricultural Products,Low,Agri Trade International,93,Jeddah Agri Traders,95,489056,5780,0,No,0
SHP08351,2024-03-08,2024,3,Ramadan,Agricultural Products,Low,Agri Trade International,93,Jeddah Agri Traders,95,295527,11798,0,No,0
SHP08352,2022-06-03,2022,6,Hajj,Automotive Parts,Medium,Premium Auto Exports,81,Saudi Auto Imports,72,242321,21866,3,No,0
SHP08353,2022-10-25,2022,10,Regular,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,380002,9757,2,No,0
SHP08354,2025-06-03,2025,6,Hajj,Medical Equipment,High,Global Medical Devices,51,Jeddah Healthcare Supplies,77,348996,6531,4,No,1
SHP08355,2025-10-01,2025,10,Regular,Chemicals,High,Global Chemical Exports,58,Jeddah Industrial Chemicals,74,77905,1043,4,No,0
SHP08356,2024-06-30,2024,6,Hajj,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,326205,4461,0,No,0
SHP08357,2022-06-05,2022,6,Hajj,Electronics,Medium,Global Electronics Trading,82,Jeddah Tech Distribution,77,171727,11723,3,No,0
SHP08358,2024-05-27,2024,5,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,347379,11237,4,Yes,0
SHP08359,2022-11-14,2022,11,Year_End_Peak,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,47957,9582,1,No,0
SHP08360,2025-12-07,2025,12,Year_End_Peak,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,9552,12851,10,Yes,1
SHP08361,2022-05-18,2022,5,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,128835,28420,2,No,0
SHP08362,2024-08-12,2024,8,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,139999,21526,6,No,1
SHP08363,2024-10-16,2024,10,Regular,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,341387,4927,1,No,0
SHP08364,2023-06-18,2023,6,Hajj,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,186055,20876,1,No,0
SHP08365,2024-10-18,2024,10,Regular,Chemicals,High,BASF Chemicals,50,Saudi Chemical Imports,54,277232,11852,7,No,1
SHP08366,2025-04-18,2025,4,Eid,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,87315,24136,8,No,1
SHP08367,2023-10-05,2023,10,Regular,Food Products,Low,Fresh Foods Exporters,99,Riyadh Food Distribution,88,301068,16451,2,No,0
SHP08368,2023-04-01,2023,4,Eid,Food Products,Low,Fresh Foods Exporters,99,Jeddah Grocery Group,83,485799,15776,0,No,0
SHP08369,2022-04-02,2022,4,Eid,Medical Equipment,High,MedTech Equipment Ltd,42,Riyadh Medical Distribution,57,298327,10819,7,No,1
SHP08370,2022-10-04,2022,10,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,119708,3668,2,Yes,1
SHP08371,2025-05-08,2025,5,Regular,Chemicals,High,Global Chemical Exports,58,Saudi Chemical Imports,54,495993,3043,6,No,1
SHP08372,2023-06-25,2023,6,Hajj,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,207546,583,2,No,0
SHP08373,2025-01-19,2025,1,Regular,Consumer Goods,Low,Global Retail Exporters,76,Saudi Retail Group,68,25285,21629,6,No,0
SHP08374,2023-07-31,2023,7,Hajj,Food Products,Low,Global Food Traders,84,Riyadh Food Distribution,88,490918,1947,2,No,0
